,MW,kcat,kcat_MW,source
DGSNtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
DGSNtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
LCTStex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
LCTStex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
LCTStex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
LCTStex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
LEUtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
LEUtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
LEUtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
LEUtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
LYStex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
LYStex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
LYStex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
LYStex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
LYXtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
LYXtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
LYXtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
LYXtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
MANtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
MANtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
MANtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
MANtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
MAN6Ptex_reverse_num1,117.9984,1684509.73279686,14275.699778953442,
MAN6Ptex_reverse_num2,121.1028,1684509.73279686,13909.750499549638,
MAN6Ptex_reverse_num3,116.7646,1684509.73279686,14426.544798653531,
MAN6Ptex_reverse_num4,41.2193,1684509.73279686,40867.014548933636,
MELIBtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
MELIBtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
MELIBtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
MELIBtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
DMSOtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
DMSOtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
DMSOtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
DMSOtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
DURItex_reverse,33.5886,387265.32,11529.665422196817,
FRUtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
FRUtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
FRUtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
FRUtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
FUCtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
FUCtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
FUCtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
FUCtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
FUMtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
FUMtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
FUMtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
FUMtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
ACACT5r_reverse_num1,81.7516,1200988584.0,14690704.32872262,
ACACT5r_reverse_num2,46.53,1200988584.0,25811059.18762089,
FE2tex_reverse_num1,116.7646,1684509.73279686,14426.544798653531,
FE2tex_reverse_num2,41.2193,1684509.73279686,40867.014548933636,
FE2tex_reverse_num3,121.1028,1684509.73279686,13909.750499549638,
FE2tex_reverse_num4,117.9984,1684509.73279686,14275.699778953442,
NMNtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
NMNtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
NMNtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
NMNtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
NO2tex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
NO2tex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
NO2tex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
NO2tex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
MTHFC_reverse,62.0868,10664400.0,171765.9792419645,
MTHFD_reverse,62.0868,630387.6923076923,10153.32876404795,
BUTt2rpp_reverse,47.5272,387265.32,8148.288138160885,
GDPtex_reverse_num1,121.1028,1684509.73279686,13909.750499549638,
GDPtex_reverse_num2,117.9984,1684509.73279686,14275.699778953442,
GDPtex_reverse_num3,41.2193,1684509.73279686,40867.014548933636,
GDPtex_reverse_num4,116.7646,1684509.73279686,14426.544798653531,
TMAtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
TMAtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
TMAtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
TMAtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
TMAOtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
TMAOtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
TMAOtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
TMAOtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
TREtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
TREtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
TREtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
TREtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
ACACT6r_reverse_num1,46.53,1200988584.0,25811059.18762089,
ACACT6r_reverse_num2,81.7516,1200988584.0,14690704.32872262,
TRPtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
TRPtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
TRPtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
TRPtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
TSULtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
TSULtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
TSULtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
TSULtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
TYRtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
TYRtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
TYRtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
TYRtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
URAtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
URAtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
URAtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
URAtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
UREAtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
UREAtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
UREAtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
UREAtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
URItex_reverse,33.5886,387265.32,11529.665422196817,
VALtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
VALtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
VALtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
VALtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
XANtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
XANtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
XANtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
XANtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
XYLtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
XYLtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
XYLtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
XYLtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
ABUTtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
ABUTtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
ABUTtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
ABUTtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
23CAMPtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
23CAMPtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
23CAMPtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
23CAMPtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
23CCMPtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
23CCMPtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
23CCMPtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
23CCMPtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
23CUMPtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
23CUMPtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
23CUMPtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
23CUMPtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
23CGMPtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
23CGMPtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
23CGMPtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
23CGMPtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
3AMPtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
3AMPtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
3AMPtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
3AMPtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
3CMPtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
3CMPtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
3CMPtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
3CMPtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
ALAGLUE_reverse,34.6736,24867.257142857143,717.1812890169217,
ETHSO3tex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
ETHSO3tex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
ETHSO3tex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
ETHSO3tex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
BUTSO3tex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
BUTSO3tex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
BUTSO3tex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
BUTSO3tex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
LIPOtex_reverse_num1,117.9984,1684509.73279686,14275.699778953442,
LIPOtex_reverse_num2,41.2193,1684509.73279686,40867.014548933636,
LIPOtex_reverse_num3,121.1028,1684509.73279686,13909.750499549638,
LIPOtex_reverse_num4,116.7646,1684509.73279686,14426.544798653531,
GALBDtex_reverse_num1,117.9984,1684509.73279686,14275.699778953442,
GALBDtex_reverse_num2,121.1028,1684509.73279686,13909.750499549638,
GALBDtex_reverse_num3,116.7646,1684509.73279686,14426.544798653531,
GALBDtex_reverse_num4,41.2193,1684509.73279686,40867.014548933636,
SULFACtex_reverse_num1,116.7646,1684509.73279686,14426.544798653531,
SULFACtex_reverse_num2,41.2193,1684509.73279686,40867.014548933636,
SULFACtex_reverse_num3,121.1028,1684509.73279686,13909.750499549638,
SULFACtex_reverse_num4,117.9984,1684509.73279686,14275.699778953442,
NOtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
NOtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
NOtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
NOtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
N2Otex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
N2Otex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
N2Otex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
N2Otex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
CRNt2rpp_reverse,109.6903,387265.32,3530.5338758304065,
CRNDt2rpp_reverse,109.6903,387265.32,3530.5338758304065,
CTBTt2rpp_reverse,109.6903,387265.32,3530.5338758304065,
PEAMNtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
PEAMNtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
PEAMNtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
PEAMNtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
PACALDtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
PACALDtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
PACALDtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
PACALDtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
CYANtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
CYANtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
CYANtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
CYANtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
SO3tex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
SO3tex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
SO3tex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
SO3tex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
TCYNTtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
TCYNTtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
TCYNTtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
TCYNTtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
METSOX1tex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
METSOX1tex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
METSOX1tex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
METSOX1tex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
METSOX2tex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
METSOX2tex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
METSOX2tex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
METSOX2tex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
3UMPtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
3UMPtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
3UMPtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
3UMPtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
3GMPtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
3GMPtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
3GMPtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
3GMPtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
DOPAtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
DOPAtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
DOPAtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
DOPAtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
4HOXPACDtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
4HOXPACDtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
4HOXPACDtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
4HOXPACDtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
ETHAtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
ETHAtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
ETHAtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
ETHAtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
G3PStex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
G3PStex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
G3PStex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
G3PStex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
ACGAL1Ptex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
ACGAL1Ptex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
ACGAL1Ptex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
ACGAL1Ptex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
ACGALtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
ACGALtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
ACGALtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
ACGALtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
GLCUR1Ptex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
GLCUR1Ptex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
GLCUR1Ptex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
GLCUR1Ptex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
UDPGLCURtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
UDPGLCURtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
UDPGLCURtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
UDPGLCURtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
ISETACtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
ISETACtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
ISETACtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
ISETACtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
UDPGtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
UDPGtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
UDPGtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
UDPGtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
UDPGALtex_reverse_num1,121.1028,1684509.73279686,13909.750499549638,
UDPGALtex_reverse_num2,117.9984,1684509.73279686,14275.699778953442,
UDPGALtex_reverse_num3,41.2193,1684509.73279686,40867.014548933636,
UDPGALtex_reverse_num4,116.7646,1684509.73279686,14426.544798653531,
ACGAM1Ptex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
ACGAM1Ptex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
ACGAM1Ptex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
ACGAM1Ptex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
UACGAMtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
UACGAMtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
UACGAMtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
UACGAMtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
UDPACGALtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
UDPACGALtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
UDPACGALtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
UDPACGALtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
CBLAT_reverse,21.9986,634775.2270589647,28855.255655312823,
MSO3tex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
MSO3tex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
MSO3tex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
MSO3tex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
ARABDI_reverse,389.8559,379.8,0.9742061105141668,
GLYC2Ptex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
GLYC2Ptex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
GLYC2Ptex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
GLYC2Ptex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
PSERtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
PSERtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
PSERtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
PSERtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
R5Ptex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
R5Ptex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
R5Ptex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
R5Ptex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
THRPtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
THRPtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
THRPtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
THRPtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
TYRPtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
TYRPtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
TYRPtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
TYRPtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
CITtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
CITtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
CITtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
CITtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
ACGAtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
ACGAtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
ACGAtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
ACGAtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
G6Ptex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
G6Ptex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
G6Ptex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
G6Ptex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
MOBDtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
MOBDtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
MOBDtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
MOBDtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
NI2tex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
NI2tex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
NI2tex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
NI2tex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
L_LACt2rpp_reverse_num1,59.1674,387265.32,6545.248227909288,
L_LACt2rpp_reverse_num2,58.9194,387265.32,6572.798093666941,
NH4tpp_reverse,133.5425,387265.32,2899.940618155269,
NO2t2rpp_reverse_num1,49.6928,387265.32,7793.187745508405,
NO2t2rpp_reverse_num2,28.5622,387265.32,13558.66564900463,
FRULYSDG_reverse,462.8254,387265.32,836.7417172869078,
PROt2rpp_reverse_num1,109.6903,387265.32,3530.5338758304065,
PROt2rpp_reverse_num2,50.2151,387265.32,7712.128821808579,
H2O2tex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
H2O2tex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
H2O2tex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
H2O2tex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
ALLPI_reverse,32.1463,21427852.32,666572.897036362,
ADEtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
ADEtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
ADEtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
ADEtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
ADNtex_reverse,33.5886,387265.32,11529.665422196817,
AGMtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
AGMtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
AGMtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
AGMtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
ALAtex_reverse_num1,121.1028,1684509.73279686,13909.750499549638,
ALAtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
ALAtex_reverse_num3,41.2193,1684509.73279686,40867.014548933636,
ALAtex_reverse_num4,117.9984,1684509.73279686,14275.699778953442,
BALAtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
BALAtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
BALAtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
BALAtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
DALAtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
DALAtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
DALAtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
DALAtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
AMPtex_reverse_num1,117.9984,1684509.73279686,14275.699778953442,
AMPtex_reverse_num2,121.1028,1684509.73279686,13909.750499549638,
AMPtex_reverse_num3,116.7646,1684509.73279686,14426.544798653531,
AMPtex_reverse_num4,41.2193,1684509.73279686,40867.014548933636,
ARBtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
ARBtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
ARBtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
ARBtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
ARGtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
ARGtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
ARGtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
ARGtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
ASCBtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
ASCBtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
ASCBtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
ASCBtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
MMETtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
MMETtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
MMETtex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
MMETtex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
FE3tex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
FE3tex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
FE3tex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
FE3tex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
MG2tex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
MG2tex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
MG2tex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
MG2tex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
Zn2tex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
Zn2tex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
Zn2tex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
Zn2tex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
CD2tex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
CD2tex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
CD2tex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
CD2tex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
GLUABUTt7pp_reverse,55.076,387265.32,7031.471421308736,
GLUt2rpp_reverse,47.1586,387265.32,8211.976606599857,
GLYALDtpp_reverse,119.1185,387265.32,3251.0929872354,
ASO3tex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
ASO3tex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
ASO3tex_reverse_num3,117.9984,1684509.73279686,14275.699778953442,
ASO3tex_reverse_num4,121.1028,1684509.73279686,13909.750499549638,
MANGLYCtex_reverse_num1,41.2193,1684509.73279686,40867.014548933636,
MANGLYCtex_reverse_num2,116.7646,1684509.73279686,14426.544798653531,
